,-3,-2,-1,0,1,2,3,4,5
-10,0.25756435656641813,0.21817795019986944,0.1599691730322983,0.0918973944072457,0.1657851886147459,0.3415453050125404,0.5617026603120207,0.6035434823489476,0.8599002981226593
-9,0.24934928888044072,0.22153082223570975,0.15823693212256204,0.09034853852236832,0.18428307082136575,0.38280420412175375,0.5982897340245824,0.7158122201038647,0.8671058998977923
-8,0.2543222160065917,0.22120482637880157,0.15359307695600838,0.0918528414606384,0.23100298355206877,0.3978272405326208,0.6009783743680146,0.843549774325472,0.867577814060574
-7,0.25242333640118175,0.21636945165112884,0.14631982659574,0.0962263396647099,0.2582641012264704,0.5036343987880716,0.6320995588937942,0.8652612394130237,0.8683051527477497
-6,0.26602196999194233,0.2074613385294543,0.1381095854699657,0.10471467307571643,0.29319435965292484,0.5869363083545911,0.8000634210251667,0.86701954207272,0.9762581769066951
-5,0.25024728309121935,0.2062708877846557,0.12436022764072599,0.11833580409829025,0.36733297369892526,0.6009283460248889,0.8594842167846917,0.8858731422296848,1.2642606208947456
-4,0.2394764264255928,0.20746627005582102,0.1105292404049402,0.14248839443870862,0.4273168380228016,0.7148175884118004,0.8673797536273664,1.1414608267238688,1.3381817319918
-3,0.23232695130969572,0.2016227429530902,0.0966862708318656,0.18405545507961243,0.5509021980470031,0.8417958097615802,0.976182553993511,1.3187785129865328,1.3466216316840502
