,-2,-1,0,1,2,3,4,5
-10,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-9,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-8,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-7,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-6,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-5,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-4,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
-3,1.0684277780640792,0.7833636514260198,0.10301834429878037,0.0587885987046865,0.05531856919339633,0.05493840800080248,0.054939390566692795,0.05493949008668802
